Model,Set,Criteria fulfilled (%),Predicted time of deliver (week),Prediction of PROM by DI-VNN,True time of delivery (average week)
PC-RF,Internal calibration split,78.57142857142857,6,event,6
PC-RF,Internal calibration split,78.57142857142857,6,nonevent,4
PC-RF,Internal calibration split,78.57142857142857,7,event,5
PC-RF,Internal calibration split,78.57142857142857,7,nonevent,5
PC-RF,Internal calibration split,78.57142857142857,8,event,7
PC-RF,Internal calibration split,78.57142857142857,8,nonevent,6
PC-RF,Internal calibration split,78.57142857142857,9,event,9
PC-RF,Internal calibration split,78.57142857142857,9,nonevent,8
PC-RF,Internal calibration split,78.57142857142857,10,event,10
PC-RF,Internal calibration split,78.57142857142857,10,nonevent,10
PC-RF,Internal calibration split,78.57142857142857,11,event,11
PC-RF,Internal calibration split,78.57142857142857,11,nonevent,10
PC-RF,Internal calibration split,78.57142857142857,12,event,16
PC-RF,Internal calibration split,78.57142857142857,12,nonevent,11
PC-RF,Internal calibration split,78.57142857142857,13,event,13
PC-RF,Internal calibration split,78.57142857142857,13,nonevent,14
PC-RF,Internal calibration split,78.57142857142857,14,event,16
PC-RF,Internal calibration split,78.57142857142857,14,nonevent,14
PC-RF,Internal calibration split,78.57142857142857,15,nonevent,17
PC-RF,Internal calibration split,78.57142857142857,16,event,17
PC-RF,Internal calibration split,78.57142857142857,16,nonevent,17
PC-RF,Internal calibration split,78.57142857142857,17,event,21
PC-RF,Internal calibration split,78.57142857142857,17,nonevent,19
PC-RF,Internal calibration split,78.57142857142857,18,event,23
PC-RF,Internal calibration split,78.57142857142857,18,nonevent,19
PC-RF,Internal calibration split,78.57142857142857,19,event,19
PC-RF,Internal calibration split,78.57142857142857,19,nonevent,20
PC-RF,Internal calibration split,78.57142857142857,20,event,21
PC-RF,Internal calibration split,78.57142857142857,20,nonevent,23
PC-RF,Internal calibration split,78.57142857142857,21,event,23
PC-RF,Internal calibration split,78.57142857142857,21,nonevent,26
PC-RF,Internal calibration split,78.57142857142857,22,event,28
PC-RF,Internal calibration split,78.57142857142857,22,nonevent,25
PC-RF,Internal calibration split,78.57142857142857,23,event,29
PC-RF,Internal calibration split,78.57142857142857,23,nonevent,25
PC-RF,Internal calibration split,78.57142857142857,24,nonevent,26
PC-RF,Internal calibration split,78.57142857142857,25,event,30
PC-RF,Internal calibration split,78.57142857142857,25,nonevent,27
PC-RF,Internal calibration split,78.57142857142857,26,event,32
PC-RF,Internal calibration split,78.57142857142857,26,nonevent,29
PC-RF,Internal calibration split,78.57142857142857,27,nonevent,31
PC-RF,Internal calibration split,78.57142857142857,28,event,30
PC-RF,Internal calibration split,78.57142857142857,28,nonevent,33
PC-RF,Internal calibration split,78.57142857142857,29,nonevent,32
PC-RF,Internal calibration split,78.57142857142857,30,event,27
PC-RF,Internal calibration split,78.57142857142857,30,nonevent,30
PC-RF,Internal calibration split,78.57142857142857,31,nonevent,32
PC-RF,Internal calibration split,78.57142857142857,32,nonevent,35
PC-RF,Internal calibration split,78.57142857142857,33,nonevent,33
PC-RF,Internal calibration split,78.57142857142857,34,nonevent,34
PC-RF,Internal calibration split,78.57142857142857,35,nonevent,38
PC-RF,Internal calibration split,78.57142857142857,36,nonevent,42
PC-RF,Internal calibration split,78.57142857142857,37,nonevent,44
PC-RF,Internal calibration split,78.57142857142857,38,nonevent,44
PC-RF,Internal calibration split,78.57142857142857,39,event,46
PC-RF,Internal calibration split,78.57142857142857,39,nonevent,51
PC-RF,Internal calibration split,78.57142857142857,40,event,43
PC-RF,Internal calibration split,78.57142857142857,40,nonevent,49
PC-RF,Internal calibration split,78.57142857142857,41,nonevent,50
PC-RF,Internal calibration split,78.57142857142857,42,nonevent,52
PC-RF,External random split,23.809523809523807,0,event,0
PC-RF,External random split,23.809523809523807,0,nonevent,0
PC-RF,External random split,23.809523809523807,1,event,0
PC-RF,External random split,23.809523809523807,1,nonevent,0
PC-RF,External random split,23.809523809523807,2,event,0
PC-RF,External random split,23.809523809523807,2,nonevent,1
PC-RF,External random split,23.809523809523807,3,event,0
PC-RF,External random split,23.809523809523807,3,nonevent,0
PC-RF,External random split,23.809523809523807,4,event,0
PC-RF,External random split,23.809523809523807,4,nonevent,2
PC-RF,External random split,23.809523809523807,5,event,1
PC-RF,External random split,23.809523809523807,5,nonevent,1
PC-RF,External random split,23.809523809523807,6,event,2
PC-RF,External random split,23.809523809523807,6,nonevent,2
PC-RF,External random split,23.809523809523807,7,event,2
PC-RF,External random split,23.809523809523807,7,nonevent,3
PC-RF,External random split,23.809523809523807,8,event,3
PC-RF,External random split,23.809523809523807,8,nonevent,7
PC-RF,External random split,23.809523809523807,9,event,4
PC-RF,External random split,23.809523809523807,9,nonevent,6
PC-RF,External random split,23.809523809523807,10,event,4
PC-RF,External random split,23.809523809523807,10,nonevent,8
PC-RF,External random split,23.809523809523807,11,event,2
PC-RF,External random split,23.809523809523807,11,nonevent,7
PC-RF,External random split,23.809523809523807,12,event,4
PC-RF,External random split,23.809523809523807,12,nonevent,8
PC-RF,External random split,23.809523809523807,13,event,4
PC-RF,External random split,23.809523809523807,13,nonevent,9
PC-RF,External random split,23.809523809523807,14,event,5
PC-RF,External random split,23.809523809523807,14,nonevent,10
PC-RF,External random split,23.809523809523807,15,event,10
PC-RF,External random split,23.809523809523807,15,nonevent,12
PC-RF,External random split,23.809523809523807,16,event,6
PC-RF,External random split,23.809523809523807,16,nonevent,11
PC-RF,External random split,23.809523809523807,17,event,11
PC-RF,External random split,23.809523809523807,17,nonevent,14
PC-RF,External random split,23.809523809523807,18,event,11
PC-RF,External random split,23.809523809523807,18,nonevent,19
PC-RF,External random split,23.809523809523807,19,event,5
PC-RF,External random split,23.809523809523807,19,nonevent,14
PC-RF,External random split,23.809523809523807,20,event,14
PC-RF,External random split,23.809523809523807,20,nonevent,16
PC-RF,External random split,23.809523809523807,21,event,10
PC-RF,External random split,23.809523809523807,21,nonevent,19
PC-RF,External random split,23.809523809523807,22,event,3
PC-RF,External random split,23.809523809523807,22,nonevent,20
PC-RF,External random split,23.809523809523807,23,event,12
PC-RF,External random split,23.809523809523807,23,nonevent,22
PC-RF,External random split,23.809523809523807,24,event,26
PC-RF,External random split,23.809523809523807,24,nonevent,27
PC-RF,External random split,23.809523809523807,25,event,6
PC-RF,External random split,23.809523809523807,25,nonevent,32
PC-RF,External random split,23.809523809523807,26,nonevent,26
PC-RF,External random split,23.809523809523807,27,event,7
PC-RF,External random split,23.809523809523807,27,nonevent,36
PC-RF,External random split,23.809523809523807,28,nonevent,37
PC-RF,External random split,23.809523809523807,29,event,39
PC-RF,External random split,23.809523809523807,29,nonevent,39
PC-RF,External random split,23.809523809523807,30,event,6
PC-RF,External random split,23.809523809523807,30,nonevent,27
PC-RF,External random split,23.809523809523807,31,nonevent,33
PC-RF,External random split,23.809523809523807,32,nonevent,54
PC-RF,External random split,23.809523809523807,33,nonevent,31
PC-RF,External random split,23.809523809523807,34,nonevent,39
PC-RF,External random split,23.809523809523807,35,nonevent,52
PC-RF,External random split,23.809523809523807,36,nonevent,38
PC-RF,External random split,23.809523809523807,37,nonevent,45
PC-RF,External random split,23.809523809523807,38,nonevent,52
PC-RF,External random split,23.809523809523807,39,nonevent,61
PC-RF,External random split,23.809523809523807,40,nonevent,43
PC-RF,External random split,23.809523809523807,41,nonevent,55
PC-RF,External random split,23.809523809523807,42,nonevent,40
PC-RF,External geographical split,2.380952380952381,1,nonevent,0
PC-RF,External geographical split,2.380952380952381,2,event,0
PC-RF,External geographical split,2.380952380952381,2,nonevent,0
PC-RF,External geographical split,2.380952380952381,3,event,0
PC-RF,External geographical split,2.380952380952381,3,nonevent,0
PC-RF,External geographical split,2.380952380952381,4,event,0
PC-RF,External geographical split,2.380952380952381,4,nonevent,2
PC-RF,External geographical split,2.380952380952381,5,event,0
PC-RF,External geographical split,2.380952380952381,5,nonevent,1
PC-RF,External geographical split,2.380952380952381,6,event,0
PC-RF,External geographical split,2.380952380952381,6,nonevent,4
PC-RF,External geographical split,2.380952380952381,7,event,0
PC-RF,External geographical split,2.380952380952381,7,nonevent,4
PC-RF,External geographical split,2.380952380952381,8,event,1
PC-RF,External geographical split,2.380952380952381,8,nonevent,5
PC-RF,External geographical split,2.380952380952381,9,event,2
PC-RF,External geographical split,2.380952380952381,9,nonevent,5
PC-RF,External geographical split,2.380952380952381,10,event,4
PC-RF,External geographical split,2.380952380952381,10,nonevent,2
PC-RF,External geographical split,2.380952380952381,11,event,0
PC-RF,External geographical split,2.380952380952381,11,nonevent,5
PC-RF,External geographical split,2.380952380952381,12,event,1
PC-RF,External geographical split,2.380952380952381,12,nonevent,7
PC-RF,External geographical split,2.380952380952381,13,event,0
PC-RF,External geographical split,2.380952380952381,13,nonevent,5
PC-RF,External geographical split,2.380952380952381,14,event,1
